NO,Name,DateCreatedYear,DateEstablishedYear,ArticleFrequency,Note( I select some mesh term to find why their frequency is 0 ),
D032982,Contracts,2002,2003,2964,,
D032983,Setaria Plant,2002,2003,165,,
D032984,"Ethics, Research",2002,2003,5958,,
D033001,Directed Tissue Donation,2002,2003,552,,
D033002,Duty to Recontact,2002,2003,99,,
D033003,Eastern Orthodoxy,2002,2003,106,,
D033021,Oxytropis,2002,2003,84,,
D033022,Vicia sativa,2002,2003,60,,
D033023,Foot Joints,2002,2003,779,,
D033041,Embryo Research,2002,2003,3259,,
D033042,Fetal Research,2002,2003,551,,
D033061,Ethics Consultation,2002,2003,1007,,
D033062,Friends,2002,2003,3643,,
D033081,Shear Strength,2002,2003,6143,,
D033101,"Euthanasia, Active, Voluntary",2002,2003,1633,,
D033141,Genetic Determinism,2002,2003,269,,
D033142,Genetic Services,2002,2003,466,,
D033161,Government Regulation,2002,2003,19121,,
D033162,Incidental Findings,2002,2003,7541,,
D033181,Information Dissemination,2002,2003,12702,,
D033182,Intention,2002,2003,7926,,
D033183,Interdisciplinary Communication,2002,2003,13485,,
D033201,Euphausiacea,2002,2003,266,,
D033202,Anostraca,2002,2003,86,,
D033221,Jehovah's Witnesses,2002,2003,888,,
D033222,Judicial Role,2002,2003,3298,,
D033241,Lawyers,2002,2003,945,,
D033242,Minors,2002,2003,2357,,
D033261,Maternal-Fetal Relations,2002,2003,788,,
D033262,Narration,2002,2003,6260,,
D033281,Nontherapeutic Human Experimentation,2002,2003,1427,,
D033282,Parental Consent,2002,2003,3066,,
D033283,Patient Access to Records,2002,2003,975,,
D033301,Deciduoma,2002,2003,115,,
D033302,Postmodernism,2002,2003,363,,
D033303,Protestantism,2002,2003,945,,
D033304,Amphipoda,2002,2003,1443,,
D033321,Isopoda,2002,2003,647,,
D033341,Arguloida,2002,2003,73,,
D033342,Copepoda,2002,2003,1769,,
D033361,Cladocera,2002,2003,497,,
D033362,Powder Diffraction,2002,2003,1418,,
D033363,Neutron Diffraction,2002,2003,1292,,
D033364,Decapoda (Crustacea),2002,2003,2222,,
D033381,Anomura,2002,2003,300,,
D033401,"Microscopy, Acoustic",2002,2003,1668,,
D033421,Beginning of Human Life,2002,2003,1808,,
D033441,Andrology,2002,2003,270,,
D033461,Hyperuricemia,2002,2003,2380,,
D033481,"Chromosomes, Mammalian",2002,2003,2819,,
D033501,Crangonidae,2002,2003,46,,
D033521,Palinuridae,2002,2003,323,,
D033541,Palaemonidae,2002,2003,812,,
D033542,Pandalidae,2002,2003,115,,
D033561,Penaeidae,2002,2003,2946,,
D033581,Stem Cell Transplantation,2002,2003,19610,,
D033601,Gordonia Bacterium,2002,2003,175,,
D033621,Tephritidae,2002,2003,997,,
D033622,Ceratitis capitata,2002,2003,337,,
D033641,Millettia,2002,2003,153,,
D033661,Oocysts,2002,2003,1865,,
D033681,Mitochondrial Membrane Transport Proteins,2002,2003,2870,,
D033701,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",2002,2003,17,,
D033702,Nucleobase Transport Proteins,2002,2003,94,,
D033703,Nucleoside Transport Proteins,2002,2003,583,,
D033704,Nucleotide Transport Proteins,2002,2003,206,,
D033705,Equilibrative Nucleoside Transport Proteins,2002,2003,95,,
D033721,Equilibrative Nucleoside Transporter 1,2002,2003,390,,
D033722,Equilibrative-Nucleoside Transporter 2,2002,2003,107,,
D033741,Adenine Nucleotide Translocator 1,2002,2003,158,,
D033742,Adenine Nucleotide Translocator 2,2002,2003,57,,
D033761,"Spores, Protozoan",2002,2003,656,,
D033781,Adenine Nucleotide Translocator 3,2002,2003,26,,
D033862,Iron-Binding Proteins,2002,2003,2154,,
D033863,Transferrin-Binding Proteins,2002,2003,302,,
D033881,Transferrin-Binding Protein A,2002,2003,36,,
D033882,Transferrin-Binding Protein B,2002,2003,74,,
D033901,Bacterial Transferrin Receptor Complex,2002,2003,5,,
D033902,Periplasmic Binding Proteins,2002,2003,1269,,
D033903,Periplasmic Proteins,2002,2003,829,,
D033921,Vesicular Transport Proteins,2002,2003,6751,,
D033922,Clathrin Heavy Chains,2002,2003,178,,
D033941,Clathrin Light Chains,2002,2003,46,,
D033942,"Adaptor Proteins, Vesicular Transport",2002,2003,3669,,
D033961,Adaptor Protein Complex 1,2002,2003,287,,
D033962,Adaptor Protein Complex 2,2002,2003,510,,
D033963,Adaptor Protein Complex 3,2002,2003,250,,
D033964,Adaptor Protein Complex 4,2002,2003,30,,
D033965,Adaptor Protein Complex alpha Subunits,2002,2003,339,,
D033966,Adaptor Protein Complex beta Subunits,2002,2003,148,,
D033981,Adaptor Protein Complex delta Subunits,2002,2003,35,,
D033982,Adaptor Protein Complex gamma Subunits,2002,2003,99,,
D033983,Adaptor Protein Complex mu Subunits,2002,2003,136,,
D034001,Adaptor Protein Complex Subunits,2002,2003,19,,
D034002,Adaptor Protein Complex sigma Subunits,2002,2003,47,,
D034021,Auxilins,2002,2003,64,,
D034041,Monomeric Clathrin Assembly Proteins,2002,2003,294,,
D034061,Thrombopoiesis,2002,2003,747,,
D034062,"Insomnia, Fatal Familial",2002,2003,132,,
D034081,"Wasting Disease, Chronic",2002,2003,315,,
D034101,Sporozoites,2002,2003,940,,
D034121,Reproductive Health Services,2002,2003,1350,,
D034141,Hypoalbuminemia,2002,2003,840,,
D034161,Pelvic Infection,2002,2003,211,,
D034181,Epimedium,2002,2003,339,,
D034182,Cuscuta,2002,2003,156,,
D034201,"Computers, Handheld",2002,2003,2780,,
D034221,Moritella,2002,2003,64,,
D034241,Alteromonadaceae,2002,2003,276,,
D034242,Cyclooctanes,2002,2003,718,,
D034261,Epothilones,2002,2003,777,,
D034281,Dynamins,2002,2003,1878,,
D034284,Dynamin I,2002,2003,354,,
D034285,Dynamin II,2002,2003,339,,
D034286,Dynamin III,2002,2003,45,,
D034301,Deinococcus,2002,2003,804,,
D034321,Hyperamylasemia,2002,2003,186,,
D034341,Aristolochic Acids,2002,2003,773,,
D034361,Streptococcus mitis,2002,2003,320,,
D034362,Striga,2002,2003,116,,
D034363,Viridans Streptococci,2002,2003,636,,
D034364,Streptococcus milleri Group,2002,2003,160,,
D034365,Streptococcus constellatus,2002,2003,95,,
D034366,Streptococcus anginosus,2002,2003,184,,
D034367,Streptococcus intermedius,2002,2003,172,,
D034381,Hearing Loss,2002,2003,12637,,
D034401,Ulmaceae,2002,2003,58,,
D034402,Trema,2002,2003,19,,
D034403,Ulmus,2002,2003,174,,
D034421,Sus scrofa,2002,2003,10261,,
D034441,Heterogeneous-Nuclear Ribonucleoproteins,2002,2003,1505,,
D034442,N-substituted Glycines,2002,2003,90,,
D034443,RNA Transport,2002,2003,882,,
D034444,Peptoids,2002,2003,447,,
D034445,Ovulation Inhibition,2002,2003,161,,
D034461,Luteinization,2002,2003,286,,
D034462,Dissent and Disputes,2002,2003,4276,,
D034481,Heterogeneous-Nuclear Ribonucleoprotein Group A-B,2002,2003,792,,
D034482,Heterogeneous-Nuclear Ribonucleoprotein Group C,2002,2003,169,,
D034501,Telomere-Binding Proteins,2002,2003,1256,,
D034502,Heterogeneous-Nuclear Ribonucleoprotein D,2002,2003,264,,
D034521,Nuclear Matrix-Associated Proteins,2002,2003,770,,
D034541,Heterogeneous-Nuclear Ribonucleoprotein Group F-H,2002,2003,126,,
D034561,"Sheep, Domestic",2002,2003,4599,,
D034581,"Sheep, Bighorn",2002,2003,127,,
D034582,Integumentary System,2002,2003,327,,
D034621,Hares,2002,2003,432,,
D034622,RNA Interference,2002,2003,39386,,
D034641,Heterogeneous-Nuclear Ribonucleoprotein K,2002,2003,219,,
D034664,Heterogeneous-Nuclear Ribonucleoprotein L,2002,2003,80,,
D034681,Bacopa,2002,2003,222,,
D034682,Church of Jesus Christ of Latter-day Saints,2002,2003,56,,
D034701,"Mastocytosis, Cutaneous",2002,2003,301,,
D034702,RNA-Binding Protein FUS,2002,2003,658,,
D034721,"Mastocytosis, Systemic",2002,2003,658,,
D034722,Heterogeneous-Nuclear Ribonucleoprotein U,2002,2003,86,,
D034723,Double Effect Principle,2002,2003,622,,
D034741,"RNA, Small Interfering",2002,2003,50480,,
D034742,Electronic Mail,2002,2003,2197,,
D034743,RNA-Induced Silencing Complex,2002,2003,668,,
D034761,Heterogeneous-Nuclear Ribonucleoprotein Group M,2002,2003,35,,
D034762,Celosia,2002,2003,45,,
D034781,"Receptors, N-Acetylglucosamine",2002,2003,133,,
D034801,Mastocytoma,2002,2003,311,,
D034802,RNA-Binding Protein EWS,2002,2003,635,,
D034821,Commelinaceae,2002,2003,34,,
D034822,Commelina,2002,2003,65,,
D034823,Tradescantia,2002,2003,175,,
D034841,Abdominal Cavity,2002,2003,5329,,
D034861,Abdominal Wall,2002,2003,5174,,
D034881,Nuclear Lamina,2002,2003,330,,
D034882,Lamins,2002,2003,1250,,
D034901,Alismataceae,2002,2003,53,,
D034902,Alisma,2002,2003,68,,
D034903,Sagittaria,2002,2003,42,,
D034904,Lamin Type A,2002,2003,1597,,
D034921,Lamin Type B,2002,2003,634,,
D034941,Upper Extremity,2002,2003,6943,,
D034961,"Antigens, Nuclear",2002,2003,3804,,
D034982,Integration Host Factors,2002,2003,803,,
D035001,Host Factor 1 Protein,2002,2003,426,,
D035002,Lower Extremity,2002,2003,12513,,
D035021,Factor For Inversion Stimulation Protein,2002,2003,280,,
D035041,Anonymous Testing,2002,2003,302,,
D035061,Control Groups,2002,2003,1529,,
D035081,Editorial Policies,2002,2003,6278,,
D035082,Federal Government,2002,2003,10930,,
D035141,Voluntary Programs,2002,2003,1346,,
D035161,Bombacaceae,2002,2003,71,,
D035162,Adansonia,2002,2003,40,,
D035163,Bombax,2002,2003,38,,
D035164,Ceiba,2002,2003,44,,
D035165,"Transcription Factors, General",2002,2003,232,,
D035181,TATA-Box Binding Protein,2002,2003,1663,,
D035182,TATA Box Binding Protein-Like Proteins,2002,2003,110,,
D035201,Brachiaria,2002,2003,116,,
D035261,"Plant Components, Aerial",2002,2003,3134,,
D035262,"Cranial Fossa, Anterior",2002,2003,392,,
D035263,Flowering Tops,2002,2003,188,,
D035264,Flowers,2002,2003,13203,,
D035281,Plant Tubers,2002,2003,1240,,
D035301,"Cranial Fossa, Middle",2002,2003,646,,
D035321,Telomeric Repeat Binding Protein 1,2002,2003,379,,
D035322,Melastomataceae,2002,2003,170,,
D035341,Telomeric Repeat Binding Protein 2,2002,2003,495,,
D035361,Transcription Factor TFIIIB,2002,2003,274,,
D035362,Transcription Factor TFIID,2002,2003,1295,,
D035381,TATA-Binding Protein Associated Factors,2002,2003,809,,
D035401,Conyza,2002,2003,73,,
D035421,Parotid Region,2002,2003,91,,
D035422,Pleural Cavity,2002,2003,724,,
D035423,Thoracic Cavity,2002,2003,921,,
D035441,Thoracic Wall,2002,2003,3478,,
D035462,Holarrhena,2002,2003,37,,
D035463,Pol1 Transcription Initiation Complex Proteins,2002,2003,430,,
D035481,Retrospective Moral Judgment,2002,2003,95,,
D035501,Uncertainty,2002,2003,8433,,
D035502,Trust,2002,2003,7056,,
D035503,Sociobiology,2002,2003,246,,
D035521,Supreme Court Decisions,2002,2003,3595,,
D035561,Transcription Factor TFIIA,2002,2003,265,,
D035581,Transcription Factor TFIIB,2002,2003,581,,
D035582,Transcription Factor TFIIIA,2002,2003,588,,
D035583,Rare Diseases,2002,2003,7380,,
D035602,Transcriptional Elongation Factors,2002,2003,1193,,
D035621,Secularism,2002,2003,377,,
D035622,Parental Notification,2002,2003,424,,
D035641,Chest Wall Oscillation,2002,2003,252,,
D035642,Whistleblowing,2002,2003,1053,,
D035661,Animal Care Committees,2002,2003,831,,
D035681,Adiantum,2002,2003,71,,
D035682,Gnetophyta,2002,2003,15,,
D035683,MicroRNAs,2002,2003,41634,,
D035684,Gnetum,2002,2003,60,,
D035685,Andrographis,2002,2003,333,,
D035701,Eurycoma,2002,2003,77,,
D035702,Cecropia Plant,2002,2003,57,,
D035703,"Therapies, Investigational",2002,2003,1249,,
D035704,Molluginaceae,2002,2003,29,,
D035721,Pterocarpus,2002,2003,88,,
D035722,Aizoaceae,2002,2003,108,,
D035723,Mesembryanthemum,2002,2003,99,,
D035741,Vernonia,2002,2003,192,,
D035742,Mikania,2002,2003,81,,
D035761,Wedge Argument,2002,2003,914,,
D035781,Siblings,2002,2003,8701,,
D035782,Dalbergia,2002,2003,146,,
D035801,Amomum,2002,2003,91,,
D035841,Behavioral Research,2002,2003,2795,,
D035842,Research Subjects,2002,2003,5385,,
D035843,Biomedical Research,2002,2003,58164,,
D035844,Researcher-Subject Relations,2002,2003,1004,,
D035845,Research Embryo Creation,2002,2003,510,,
D035846,Law Enforcement,2002,2003,2968,,
D035862,Vulnerable Populations,2002,2003,7328,,
D035863,Moral Development,2002,2003,834,,
D035881,Compensation and Redress,2002,2003,2666,,
D035901,Hypocrea,2002,2003,167,,
D035921,Hepatitis A Antigens,2002,2003,165,,
D035922,Hepatitis A Antibodies,2002,2003,1121,,
D035923,Hepatitis delta Antigens,2002,2003,599,,
D035924,Montanoa,2002,2003,38,,
D035925,Iron-Regulatory Proteins,2002,2003,631,,
D035926,Hepatophyta,2002,2003,406,,
D035941,Iron Regulatory Protein 1,2002,2003,357,,
D035942,Iron Regulatory Protein 2,2002,2003,252,,
D035961,Alismatidae,2002,2003,323,,
D035962,Zosteraceae,2002,2003,206,,
D035964,Oxocins,2002,2003,718,,
D035981,Hedera,2002,2003,212,,
D036002,ADP Ribose Transferases,2002,2003,2755,,
D036022,Capsid Proteins,2002,2003,11931,,
D036061,Solanum glaucophyllum,2002,2003,12,,
D036081,"Receptors, Eph Family",2002,2003,622,,
D036082,"Receptor, EphA1",2002,2003,130,,
D036083,Atractylis,2002,2003,39,,
D036084,Callilepis,2002,2003,5,,
D036101,Cord Blood Stem Cell Transplantation,2002,2003,2631,,
D036102,Peripheral Blood Stem Cell Transplantation,2002,2003,3155,,
D036103,Nanotechnology,2002,2002,30321,,
D036104,"Receptor, EphA2",2002,2003,460,,
D036121,"Receptor, EphA3",2002,2003,82,,
D036122,"Receptor, EphA4",2002,2003,324,,
D036123,"Receptor, EphA5",2002,2003,92,,
D036124,"Receptor, EphA6",2002,2003,12,,
D036141,"Receptor, EphA7",2002,2003,90,,
D036142,Mentha piperita,2002,2003,298,,
D036143,"Receptor, EphA8",2002,2003,49,,
D036145,Ginsenosides,2002,2003,2835,,
D036183,"Receptor, EphB2",2002,2003,315,,
D036201,"Receptor, EphB5",2002,2003,7,,
D036223,"Receptor, EphB3",2002,2003,68,,
D036224,"Receptor, EphB4",2002,2003,330,,
D036225,"Receptor, EphB1",2002,2003,65,,
D036226,Seedlings,2002,2003,9027,,
D036261,"Receptor, EphB6",2002,2003,26,,
D036262,Empirical Research,2002,2003,2961,,
D036281,Genetic Research,2002,2003,2623,,
D036301,Qualitative Research,2002,2003,29114,,
D036302,Therapeutic Human Experimentation,2002,2003,1724,,
D036341,Intercellular Signaling Peptides and Proteins,2002,2003,22434,,
D036342,Ephrins,2002,2003,510,,
D036343,Pterocarpans,2002,2003,271,,
D036361,Peptide Hormones,2002,2003,3250,,
D036381,Diarylheptanoids,2002,2003,247,,
D036382,Ephrin-A1,2002,2003,211,,
D036383,Ephrin-A2,2002,2003,221,,
D036384,Ephrin-A3,2002,2003,67,,
D036385,Ephrin-A4,2002,2003,62,,
D036386,Ephrin-A5,2002,2003,232,,
D036387,Ephrin-B1,2002,2003,300,,
D036388,Ephrin-B2,2002,2003,523,,
D036389,Ephrin-B3,2002,2003,119,,
D036401,"Toxicity Tests, Chronic",2002,2003,1052,,
D036421,"Nerve Fibers, Unmyelinated",2002,2003,1614,,
D036441,Osmeriformes,2002,2003,278,,
D036461,Mallotus Plant,2002,2003,74,,
D036481,Bauhinia,2002,2003,181,,
D036501,Metered Dose Inhalers,2002,2003,1088,,
D036502,"Infusions, Intralesional",2002,2003,224,,
D036503,Inhalation Spacers,2002,2003,114,,
D036541,ADP-ribosyl Cyclase,2002,2003,1424,,
D036542,"Tomography, Spiral Computed",2002,2003,6942,,
D036561,Cajanus,2002,2003,204,,
D036562,Helichrysum,2002,2003,121,,
D036563,Cyclic ADP-Ribose,2002,2003,690,,
D036581,Ratibida,2002,2003,2,,
D036582,Rudbeckia,2002,2003,18,,
D036601,Eclipta,2002,2003,90,,
D036602,Eupatorium,2002,2003,103,,
D036603,Ageratina,2002,2003,75,,
D036604,Chromolaena,2002,2003,56,,
D036621,Geigeria,2002,2003,2,,
D036622,Gnaphalium,2002,2003,31,,
D036623,Grindelia,2002,2003,18,,
D036624,Solidago,2002,2003,157,,
D036625,Stevia,2002,2003,239,,
D036641,"Microscopy, Fluorescence, Multiphoton",2002,2003,2244,,
D036661,Echium,2002,2003,85,,
D036681,Fluorescence Recovery After Photobleaching,2002,2003,1698,,
D036701,Limonins,2002,2003,866,,
D036702,Quassins,2002,2003,216,,
D036703,Blastula,2002,2003,393,,
D036721,Scoparia,2002,2003,52,,
D036741,Plant Tumor-Inducing Plasmids,2002,2003,66,,
D036761,"Ultrasound, High-Intensity Focused, Transrectal",2002,2003,423,,
D036781,Fimbriae Proteins,2002,2003,3397,,
D036801,Parturition,2002,2003,6604,,
D036821,Endometrial Stromal Tumors,2002,2003,130,,
D036841,Ciguatera Poisoning,2002,2003,433,,
D036861,"Delivery, Obstetric",2002,2003,24664,,
D036881,Long-Term Synaptic Depression,2002,2003,1539,,
D036882,Kalopanax,2002,2003,29,,
D036901,Petasites,2002,2003,102,,
D036902,Voacanga,2002,2003,26,,
D036903,Aspalathus,2002,2003,100,,
D036904,Leukocyte Rolling,2002,2003,691,,
D036905,Dictamnus,2002,2003,50,,
D036921,Achyrocline,2002,2003,41,,
D036941,Peperomia,2002,2003,56,,
D036961,Matrix Attachment Region Binding Proteins,2002,2003,425,,
D036981,"Fasciitis, Plantar",2002,2003,607,,
D036982,Heel Spur,2002,2003,117,,
D037001,Directive Counseling,2002,2003,1822,,
D037021,Thyroid Hormone Receptors alpha,2002,2003,439,,
D037022,Posthumous Conception,2002,2003,219,,
D037041,United States Government Agencies,2002,2003,1023,,
D037042,Thyroid Hormone Receptors beta,2002,2003,659,,
D037061,Metatarsalgia,2002,2003,203,,
D037081,Posterior Tibial Tendon Dysfunction,2002,2003,199,,
D037101,"Luteinizing Hormone, beta Subunit",2002,2003,343,,
D037102,Lectins,2002,2003,28899,,
D037121,Plant Lectins,2002,2003,7338,,
D037141,Mandatory Programs,2002,2003,2418,,
D037142,Flaveria,2002,2003,82,,
D037161,Galectins,2002,2003,1538,,
D037181,"Lectins, C-Type",2002,2003,9545,,
D037182,T-Cell Antigen Receptor Specificity,2002,2003,692,,
D037201,"Follicle Stimulating Hormone, beta Subunit",2002,2003,686,,
D037222,Collectins,2002,2003,728,,
D037241,Mannose-Binding Lectins,2002,2003,2276,,
D037263,Asialoglycoprotein Receptor,2002,2003,1077,,
D037281,Calnexin,2002,2003,833,,
D037282,Calreticulin,2002,2003,1748,,
D037302,Ctenophora,2002,2003,131,,
D037322,"Thyrotropin, beta Subunit",2002,2003,150,,
D037341,Fumonisins,2002,2003,1726,,
D037342,Pertussis Toxin,2002,2003,7704,,
D037361,Adenylate Cyclase Toxin,2002,2003,1627,,
D037401,Scyphozoa,2002,2003,986,,
D037402,Hydrozoa,2002,2003,454,,
D037421,Anthozoa,2002,2003,4168,,
D037441,"Sea Nettle, East Coast",2002,2003,11,,
D037462,Cubozoa,2002,2003,154,,
D037483,Galectin 1,2002,2003,1003,,
D037501,Galectin 2,2002,2003,70,,
D037502,Galectin 3,2002,2003,2028,,
D037521,Virulence Factors,2002,2003,12772,,
D037541,Galectin 4,2002,2003,108,,
D037561,Immunoconglutinins,2002,2003,28,,
D037582,"Complement Pathway, Mannose-Binding Lectin",2002,2003,263,,
D037601,Mannose-Binding Lectin,2002,2003,1638,,
D037602,Isodon,2002,2003,274,,
D037621,Artemisinins,2002,2003,5183,,
D037661,Pulmonary Surfactant-Associated Proteins,2002,2003,1353,,
D037662,Pulmonary Surfactant-Associated Protein A,2002,2003,1530,,
D037663,Pulmonary Surfactant-Associated Protein D,2002,2003,1029,,
D037701,Pulmonary Surfactant-Associated Protein B,2002,2003,487,,
D037721,Pulmonary Surfactant-Associated Protein C,2002,2003,461,,
D037741,Fullerenes,2002,2003,3088,,
D037742,"Nanotubes, Carbon",2002,2003,10213,,
D037761,Sirtuins,2002,2003,2152,,
D037801,Hammer Toe Syndrome,2002,2003,197,,
D037821,Casearia,2002,2003,79,,
D037841,Pregnant Women,2002,2003,5852,,
D037881,Aborted Fetus,2002,2003,1116,,
D037901,"Euthanasia, Animal",2002,2003,1057,,
D037921,Gift Giving,2002,2003,1392,,
D037941,"Silencer Elements, Transcriptional",2002,2003,312,,
D037961,Frullania,2002,2003,8,,
D037981,Neck Dissection,2002,2003,6285,,
D038041,Lymphopoiesis,2002,2003,1076,,
D038042,Myelopoiesis,2002,2003,656,,
D038061,"Lower Extremity Deformities, Congenital",2002,2003,348,,
D038062,"Upper Extremity Deformities, Congenital",2002,2003,283,,
D038081,Organogenesis,2002,2003,3499,,
D038101,Insulator Elements,2002,2003,432,,
D038143,Inula,2002,2003,230,,
D038161,Snow Sports,2002,2003,135,,
D038181,FMN Reductase,2002,2003,633,,
D038201,alpha-Crystallins,2002,2003,431,,
D038202,alpha-Crystallin A Chain,2002,2003,244,,
D038203,alpha-Crystallin B Chain,2002,2003,757,,
D038204,beta-Crystallins,2002,2003,126,,
D038205,beta-Crystallin A Chain,2002,2003,75,,
D038206,beta-Crystallin B Chain,2002,2003,126,,
D038207,delta-Crystallins,2002,2003,37,,
D038221,epsilon-Crystallins,2002,2003,0,,
D038222,gamma-Crystallins,2002,2003,325,,
D038223,Post-Concussion Syndrome,2002,2003,659,,
D038224,omega-Crystallins,2002,2003,1,,
D038225,tau-Crystallins,2002,2003,3,,
D038226,zeta-Crystallins,2002,2003,22,,
D038261,Alexander Disease,2002,2003,209,,
D038262,Auditory Brain Stem Implants,2002,2003,135,,
D038263,Auditory Brain Stem Implantation,2002,2003,88,,
D038281,"Silent Information Regulator Proteins, Saccharomyces cerevisiae",2002,2003,697,,
D038301,Virus Inactivation,2002,2003,1170,,
D038321,Glycemic Index,2002,2003,2355,,
D038341,Glycogen Synthase Kinases,2002,2003,648,,
D038361,Neuronavigation,2002,2003,1818,,
D038362,Glycogen Synthase Kinase 3,2002,2003,7656,,
D038381,"Neisseria meningitidis, Serogroup A",2002,2003,170,,
D038421,Hemispherectomy,2002,2003,720,,
D038441,"Diet, Mediterranean",2002,2003,2050,,
D038461,Proline-Directed Protein Kinases,2002,2003,50,,
D038481,Anterior Temporal Lobectomy,2002,2003,679,,
D038501,Tankyrases,2002,2003,227,,
D038522,"Twinning, Monozygotic",2002,2003,201,,
D038524,Diffusion Magnetic Resonance Imaging,2002,2003,13570,,
D038541,"Neisseria meningitidis, Serogroup B",2002,2003,580,,
D038542,"Neisseria meningitidis, Serogroup C",2002,2003,353,,
D038581,"Neisseria meningitidis, Serogroup Y",2002,2003,72,,
D038582,"Neisseria meningitidis, Serogroup W-135",2002,2003,144,,
D038601,Ribosomal Protein S6,2002,2003,752,,
D038602,"Mice, Biozzi",2002,2003,29,,
D038621,"Regulatory Sequences, Ribonucleic Acid",2002,2003,762,,
D038622,Internationality,2002,2003,16643,,
D038641,RNA 5' Terminal Oligopyrimidine Sequence,2002,2003,33,,
D038642,Shaken Baby Syndrome,2002,2003,492,,
D038681,Follistatin,2002,2003,1210,,
D038702,Follistatin-Related Proteins,2002,2003,216,,
D038744,"Ribosomal Protein S6 Kinases, 90-kDa",2002,2003,1097,,
D038761,Photobleaching,2002,2003,1070,,
D038762,"Ribosomal Protein S6 Kinases, 70-kDa",2002,2003,1813,,
D038781,Otoscopy,2002,2003,776,,
D038801,International Classification of Diseases,2002,2003,6396,,
D038821,Mycorrhizae,2002,2003,3986,,
D038861,"Medicine, Tibetan Traditional",2002,2003,183,,
D038901,"Mental Retardation, X-Linked",2002,2003,585,,
D038921,Coffin-Lowry Syndrome,2002,2003,80,,
D038941,Polypyrimidine Tract-Binding Protein,2002,2003,502,,
D038961,O-Acetyl-ADP-Ribose,2002,2003,33,,
D038981,"Receptors, Collagen",2002,2003,776,,
D038982,Integrin alpha2beta1,2002,2003,550,,
D038983,Galactolipids,2002,2003,510,,
D039001,Integrin alpha Chains,2002,2003,1094,,
D039002,Prophages,2002,2003,818,,
D039021,Colonic Pouches,2002,2003,1372,,
D039041,Integrin alpha4beta1,2002,2003,1547,,
D039061,Systematized Nomenclature of Medicine,2002,2003,477,,
D039081,Integrin alpha5beta1,2002,2003,911,,
D039102,Poly(A)-Binding Proteins,2002,2003,902,,
D039103,Poly(A)-Binding Protein II,2002,2003,94,,
D039104,RNA 3' Polyadenylation Signals,2002,2003,101,,
D039105,Proteaceae,2002,2003,183,,
D039106,Macadamia,2002,2003,56,,
D039121,Integrin alpha6beta1,2002,2003,344,,
D039122,Poly(A)-Binding Protein I,2002,2003,200,,
D039141,"Muscular Dystrophy, Oculopharyngeal",2002,2003,175,,
D039161,Integrin alpha6beta4,2002,2003,386,,
D039181,Steroid 16-alpha-Hydroxylase,2002,2003,975,,
D039201,Integrin alpha3beta1,2002,2003,502,,
D039221,mRNA Cleavage and Polyadenylation Factors,2002,2003,891,,
D039222,Integrin alpha1beta1,2002,2003,291,,
D039223,Cleavage And Polyadenylation Specificity Factor,2002,2003,105,,
D039241,Cleavage Stimulation Factor,2002,2003,56,,
D039262,Eriocaulaceae,2002,2003,40,,
D039281,Nyctaginaceae,2002,2003,110,,
D039282,Mirabilis,2002,2003,64,,
D039301,"Computers, Molecular",2002,2003,627,,
D039302,Integrin alphaVbeta3,2002,2003,2152,,
D039321,Hydrastis,2002,2003,80,,
D039322,Helleborus,2002,2003,80,,
D039323,Coptis,2002,2003,348,,
D039324,Clematis,2002,2003,112,,
D039341,"Receptors, Fibrinogen",2002,2003,56,,
D039381,RNA Cap-Binding Proteins,2002,2003,405,,
D039382,Maternal Nutritional Physiological Phenomena,2002,2003,2822,,
D039401,Prenatal Nutritional Physiological Phenomena,2002,2003,1424,,
D039421,Integrin alpha2,2002,2003,640,,
D039422,Integrin alpha3,2002,2003,326,,
D039423,Integrin alpha1,2002,2003,238,,
D039441,Integrin alpha4,2002,2003,943,,
D039481,"Antigens, CD11b",2002,2003,3237,,
D039482,Integrin alpha5,2002,2003,550,,
D039502,Nuclear Cap-Binding Protein Complex,2002,2003,105,,
D039503,Integrin alpha6,2002,2003,643,,
D039521,"Antigens, CD11c",2002,2003,1258,,
D039561,Eukaryotic Initiation Factor-4E,2002,2003,1610,,
D039562,Eukaryotic Initiation Factor-4F,2002,2003,379,,
D039563,"Histamine H1 Antagonists, Non-Sedating",2002,2003,901,,
D039564,Integrin alphaV,2002,2003,752,,
D039601,Eukaryotic Initiation Factor-4A,2002,2003,429,,
D039602,After-Hours Care,2002,2003,1317,,
D039603,Eukaryotic Initiation Factor-4G,2002,2003,700,,
D039604,Answering Services,2002,2003,34,,
D039621,Eukaryotic Initiation Factor-3,2002,2003,587,,
D039641,Integrin beta Chains,2002,2003,856,,
D039642,Eukaryotic Initiation Factors,2002,2003,883,,
D039661,Integrin beta3,2002,2003,1713,,
D039662,Prokaryotic Initiation Factors,2002,2003,36,,
D039663,Integrin beta4,2002,2003,467,,
D039665,Prokaryotic Initiation Factor-3,2002,2003,175,,
D039681,Pyranocoumarins,2002,2003,92,,
D039682,HIV-Associated Lipodystrophy Syndrome,2002,2003,1155,,
D039702,Current Procedural Terminology,2002,2003,966,,
D039703,Logical Observation Identifiers Names and Codes,2002,2003,104,,
D039721,Diagnostic and Statistical Manual of Mental Disorders,2002,2003,14265,,
